Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_type_combined
FDW01,14.5,Low Fat,0.0,Canned,154.4682,OUT013,1987,High,Tier 3,Supermarket Type1,1524.682,FD
DRK35,8.365,Low Fat,0.072252888,Hard Drinks,39.6506,OUT017,2007,,Tier 2,Supermarket Type1,834.9132,DR
FDI50,,Regular,0.030693309,Canned,228.0352,OUT027,1985,Medium,Tier 3,Supermarket Type3,10306.584,FD
FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2143.876,FD
FDA50,,Low Fat,0.152632413,Dairy,98.441,OUT019,1985,Small,Tier 1,Grocery Store,96.541,FD
FDZ35,9.6,Regular,0.022404493,Breads,102.499,OUT017,2007,,Tier 2,Supermarket Type1,2579.975,FD
DRI11,,Low Fat,0.060237465,Hard Drinks,115.9834,OUT019,1985,Small,Tier 1,Grocery Store,345.5502,DR
FDX43,5.655,Low Fat,0.085757338,Fruits and Vegetables,164.75,OUT017,2007,,Tier 2,Supermarket Type1,1498.05,FD
NCY17,18.2,Low Fat,0.163096139,Health and Hygiene,43.0086,OUT046,1997,Small,Tier 1,Supermarket Type1,758.3462,NC
FDK43,9.8,Low Fat,0.026882496,Meat,126.302,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048,FD
FDQ10,12.85,Low Fat,0.03324652,Snack Foods,172.4422,OUT045,2002,,Tier 2,Supermarket Type1,4483.4972,FD
FDT50,6.75,Regular,0.108458498,Dairy,96.9752,OUT045,2002,,Tier 2,Supermarket Type1,958.752,FD
FDH26,19.25,Regular,0.034753686,Canned,141.5496,OUT049,1999,Medium,Tier 1,Supermarket Type1,1976.0944,FD
FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,1998,,Tier 3,Grocery Store,280.9676,FD
FDL43,10.1,Low Fat,0.027106459,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,FD
NCM43,14.5,Low Fat,0.019459164,Others,161.621,OUT013,1987,High,Tier 3,Supermarket Type1,2120.573,NC
NCP55,,Low Fat,0.019592289,Others,56.9614,OUT019,1985,Small,Tier 1,Grocery Store,221.0456,NC
DRL11,10.5,Low Fat,0.048213766,Hard Drinks,159.6946,OUT018,2009,Medium,Tier 3,Supermarket Type2,3629.2758,DR
FDD21,10.3,Regular,0.030569229,Fruits and Vegetables,113.1176,OUT046,1997,Small,Tier 1,Supermarket Type1,4695.2216,FD
DRI39,13.8,Low Fat,0.162462044,Dairy,55.893,OUT010,1998,,Tier 3,Grocery Store,226.372,DR
FDX37,16.2,Low Fat,0.063017421,Canned,100.37,OUT035,2004,Small,Tier 2,Supermarket Type1,998.7,FD
FDZ45,14.1,Low Fat,0.067148407,Snack Foods,200.4084,OUT018,2009,Medium,Tier 3,Supermarket Type2,3968.168,FD
NCF30,17.0,Low Fat,0.126220187,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362,NC
FDL24,,Regular,0.024776026,Baking Goods,172.3422,OUT027,1985,Medium,Tier 3,Supermarket Type3,7759.899,FD
FDC22,6.89,Regular,0.0,Snack Foods,193.482,OUT049,1999,Medium,Tier 1,Supermarket Type1,2510.066,FD
FDU10,10.1,Regular,0.045950475,Snack Foods,38.2848,OUT017,2007,,Tier 2,Supermarket Type1,1230.3984,FD
FDW47,,Low Fat,0.081197035,Breads,121.7414,OUT019,1985,Small,Tier 1,Grocery Store,365.5242,FD
FDE16,8.895,Low Fat,0.026384672,Frozen Foods,208.9954,OUT049,1999,Medium,Tier 1,Supermarket Type1,4584.6988,FD
NCQ43,17.75,Low Fat,0.111527348,Others,110.2912,OUT045,2002,,Tier 2,Supermarket Type1,873.5296,NC
FDT10,16.7,Regular,0.103849783,Snack Foods,58.8562,OUT010,1998,,Tier 3,Grocery Store,59.2562,FD
FDT40,,Low Fat,0.095331433,Frozen Foods,125.5678,OUT027,1985,Medium,Tier 3,Supermarket Type3,2543.356,FD
NCT41,15.7,Low Fat,0.05610384,Health and Hygiene,153.5024,OUT045,2002,,Tier 2,Supermarket Type1,2580.6408,NC
FDP16,18.6,Low Fat,0.039294854,Frozen Foods,246.6802,OUT046,1997,Small,Tier 1,Supermarket Type1,2702.4822,FD
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2239.0854,FD
FDS07,12.35,Low Fat,0.100322104,Fruits and Vegetables,113.7518,OUT017,2007,,Tier 2,Supermarket Type1,2049.3324,FD
FDG16,15.25,Low Fat,0.089998959,Frozen Foods,215.1192,OUT045,2002,,Tier 2,Supermarket Type1,2157.192,FD
FDC28,7.905,Low Fat,0.054986919,Frozen Foods,108.6254,OUT046,1997,Small,Tier 1,Supermarket Type1,1844.9318,FD
NCK30,14.85,Low Fat,0.102065622,Household,254.2698,OUT010,1998,,Tier 3,Grocery Store,1775.6886,NC
DRF25,,Low Fat,0.068153091,Soft Drinks,36.019,OUT019,1985,Small,Tier 1,Grocery Store,73.238,DR
FDS04,10.195,Regular,0.0,Frozen Foods,139.5838,OUT018,2009,Medium,Tier 3,Supermarket Type2,4495.4816,FD
FDV57,15.25,Regular,0.0,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,3056.022,FD
FDH56,9.8,Regular,0.063764099,Fruits and Vegetables,113.8492,OUT013,1987,High,Tier 3,Supermarket Type1,1737.738,FD
FDB05,,Low Fat,0.08279545,Frozen Foods,245.8776,OUT027,1985,Medium,Tier 3,Supermarket Type3,4705.8744,FD
NCJ42,,Low Fat,0.014232071,Household,100.9332,OUT027,1985,Medium,Tier 3,Supermarket Type3,1743.0644,NC
FDV39,11.3,Low Fat,0.007309544,Meat,196.2426,OUT018,2009,Medium,Tier 3,Supermarket Type2,4943.565,FD
FDZ22,9.395,Low Fat,0.045340279,Snack Foods,85.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,2080.625,FD
FDY07,11.8,Low Fat,0.122289654,Fruits and Vegetables,46.3402,OUT017,2007,,Tier 2,Supermarket Type1,275.6412,FD
FDJ44,12.3,Regular,0.106307146,Fruits and Vegetables,174.9396,OUT035,2004,Small,Tier 2,Supermarket Type1,1569.9564,FD
NCK17,11.0,Low Fat,0.037971697,Health and Hygiene,38.948,OUT045,2002,,Tier 2,Supermarket Type1,519.324,NC
FDZ08,,Regular,0.109459733,Fruits and Vegetables,84.1592,OUT027,1985,Medium,Tier 3,Supermarket Type3,1320.9472,FD
FDG21,,Regular,0.256152243,Seafood,151.005,OUT019,1985,Small,Tier 1,Grocery Store,149.805,FD
FDP28,13.65,Regular,0.080640478,Frozen Foods,262.6936,OUT046,1997,Small,Tier 1,Supermarket Type1,4175.8976,FD
FDD11,12.85,Low Fat,0.030678825,Starchy Foods,251.704,OUT045,2002,,Tier 2,Supermarket Type1,3542.056,FD
FDA40,16.0,Regular,0.099271209,Frozen Foods,88.5856,OUT046,1997,Small,Tier 1,Supermarket Type1,878.856,FD
FDB16,8.21,Low Fat,0.044888397,Dairy,87.3198,OUT013,1987,High,Tier 3,Supermarket Type1,610.5386,FD
FDU14,,Low Fat,0.034584356,Dairy,248.375,OUT027,1985,Medium,Tier 3,Supermarket Type3,10236.675,FD
FDF56,16.7,Regular,0.119439636,Fruits and Vegetables,182.1976,OUT035,2004,Small,Tier 2,Supermarket Type1,724.3904,FD
DRF23,4.61,Low Fat,0.123346085,Hard Drinks,172.5396,OUT017,2007,,Tier 2,Supermarket Type1,3663.2316,DR
NCZ53,,Low Fat,0.024358634,Health and Hygiene,190.4214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5652.642,NC
FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,OUT010,1998,,Tier 3,Grocery Store,93.8778,FD
FDS02,10.195,Regular,0.146692433,Dairy,194.5794,OUT017,2007,,Tier 2,Supermarket Type1,4096.6674,FD
FDB58,10.5,Regular,0.013551445,Snack Foods,142.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,2410.8618,FD
FDX15,17.2,Low Fat,0.156541861,Meat,162.4578,OUT049,1999,Medium,Tier 1,Supermarket Type1,2888.2404,FD
FDV38,19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,2004,Small,Tier 2,Supermarket Type1,491.3604,FD
FDY43,14.85,Low Fat,0.098803088,Fruits and Vegetables,169.7474,OUT018,2009,Medium,Tier 3,Supermarket Type2,673.7896,FD
FDT07,,Regular,0.076944658,Fruits and Vegetables,257.133,OUT027,1985,Medium,Tier 3,Supermarket Type3,7433.657,FD
FDF58,13.3,Low Fat,0.009581155,Snack Foods,64.951,OUT046,1997,Small,Tier 1,Supermarket Type1,1644.526,FD
FDX26,17.7,Low Fat,0.087986599,Dairy,181.4292,OUT045,2002,,Tier 2,Supermarket Type1,2918.8672,FD
FDH14,17.1,Regular,0.046903482,Canned,142.0838,OUT045,2002,,Tier 2,Supermarket Type1,2528.7084,FD
FDH48,13.5,Low Fat,0.0,Baking Goods,88.054,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756,FD
FDP49,,Regular,0.068754395,Breakfast,54.5614,OUT027,1985,Medium,Tier 3,Supermarket Type3,1713.1034,FD
FDU07,11.1,Low Fat,0.059940022,Fruits and Vegetables,149.1366,OUT049,1999,Medium,Tier 1,Supermarket Type1,4231.8248,FD
FDX02,16.0,Low Fat,0.057292529,Dairy,224.3404,OUT018,2009,Medium,Tier 3,Supermarket Type2,4500.808,FD
FDT36,12.3,Low Fat,0.111500259,Baking Goods,35.6874,OUT045,2002,,Tier 2,Supermarket Type1,846.8976,FD
FDR49,8.71,Low Fat,0.139228412,Canned,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1198.44,FD
FDI16,14.0,Regular,0.227260689,Frozen Foods,54.364,OUT010,1998,,Tier 3,Grocery Store,159.792,FD
FDX33,9.195,Regular,0.117462619,Snack Foods,158.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,FD
DRF49,7.27,Low Fat,0.071188446,Soft Drinks,111.9518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1138.518,DR
NCO17,,Low Fat,0.128478462,Health and Hygiene,117.944,OUT019,1985,Small,Tier 1,Grocery Store,239.688,NC
FDO15,16.75,Regular,0.008615,Meat,72.4038,OUT017,2007,,Tier 2,Supermarket Type1,739.038,FD
FDV16,7.75,Regular,0.083059634,Frozen Foods,35.7558,OUT049,1999,Medium,Tier 1,Supermarket Type1,611.2044,FD
FDS59,14.8,Regular,0.043982464,Breads,110.657,OUT045,2002,,Tier 2,Supermarket Type1,2966.139,FD
FDH28,15.85,Regular,0.110254143,Frozen Foods,37.3506,OUT045,2002,,Tier 2,Supermarket Type1,341.5554,FD
DRC01,5.92,Regular,0.019238942,Soft Drinks,49.8692,OUT045,2002,,Tier 2,Supermarket Type1,1133.1916,DR
NCF19,,Low Fat,0.061470858,Household,48.6034,OUT019,1985,Small,Tier 1,Grocery Store,145.8102,NC
FDS60,20.85,Low Fat,0.032421521,Baking Goods,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,1438.128,FD
FDR56,15.5,Regular,0.101335811,Fruits and Vegetables,196.5768,OUT017,2007,,Tier 2,Supermarket Type1,3350.3056,FD
FDK41,14.3,Low Fat,0.12780038,Frozen Foods,83.6224,OUT045,2002,,Tier 2,Supermarket Type1,852.224,FD
FDU59,,Low Fat,0.095919472,Breads,162.6552,OUT027,1985,Medium,Tier 3,Supermarket Type3,5685.932,FD
FDS07,12.35,Low Fat,0.099674817,Fruits and Vegetables,112.2518,OUT013,1987,High,Tier 3,Supermarket Type1,1366.2216,FD
NCL07,13.85,Low Fat,0.031338558,Others,41.048,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168,NC
FDA22,,Low Fat,0.0,Starchy Foods,167.5158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4345.0108,FD
FDS11,7.05,Regular,0.055558509,Breads,224.7088,OUT046,1997,Small,Tier 1,Supermarket Type1,3131.9232,FD
FDT49,,Low Fat,0.150672399,Canned,104.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.144,FD
DRL47,19.7,Low Fat,0.038815341,Hard Drinks,124.2362,OUT045,2002,,Tier 2,Supermarket Type1,1887.543,DR
FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,FD
FDX38,,Regular,0.084404264,Dairy,49.5376,OUT019,1985,Small,Tier 1,Grocery Store,143.8128,FD
FDE46,18.6,Low Fat,0.015766712,Snack Foods,152.9366,OUT035,2004,Small,Tier 2,Supermarket Type1,1662.5026,FD
FDZ35,,Regular,0.022170592,Breads,105.199,OUT027,1985,Medium,Tier 3,Supermarket Type3,3199.169,FD
FDU40,20.85,Low Fat,0.037372847,Frozen Foods,192.7478,OUT013,1987,High,Tier 3,Supermarket Type1,3099.9648,FD
NCK17,11.0,Low Fat,0.038109194,Health and Hygiene,40.948,OUT017,2007,,Tier 2,Supermarket Type1,479.376,NC
FDG38,8.975,Regular,0.05268526,Canned,83.3224,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408,FD
FDS55,7.02,Low Fat,0.081328781,Fruits and Vegetables,150.0734,OUT045,2002,,Tier 2,Supermarket Type1,4454.202,FD
FDW28,18.25,Low Fat,0.0,Frozen Foods,196.8452,OUT046,1997,Small,Tier 1,Supermarket Type1,3327.6684,FD
FDT03,,Low Fat,0.009950343,Meat,185.5608,OUT027,1985,Medium,Tier 3,Supermarket Type3,3307.6944,FD
FDI40,11.5,Regular,0.125857678,Frozen Foods,100.5358,OUT045,2002,,Tier 2,Supermarket Type1,2111.2518,FD
NCV41,14.35,Low Fat,0.017065268,Health and Hygiene,109.5228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1768.3648,NC
DRG49,7.81,Low Fat,0.067592098,Soft Drinks,246.0486,OUT045,2002,,Tier 2,Supermarket Type1,7086.1094,DR
NCO29,11.15,Low Fat,0.032250092,Health and Hygiene,164.0526,OUT035,2004,Small,Tier 2,Supermarket Type1,4769.1254,NC
NCK19,9.8,Low Fat,0.090649107,Others,194.3478,OUT045,2002,,Tier 2,Supermarket Type1,4649.9472,NC
FDG56,13.3,Regular,0.071743629,Fruits and Vegetables,59.7536,OUT018,2009,Medium,Tier 3,Supermarket Type2,918.804,FD
FDI20,,Low Fat,0.067520165,Fruits and Vegetables,211.3586,OUT019,1985,Small,Tier 1,Grocery Store,422.1172,FD
FDW47,15.0,Low Fat,0.077622622,Breads,121.8414,OUT010,1998,,Tier 3,Grocery Store,243.6828,FD
NCI06,,Low Fat,0.083547515,Household,179.166,OUT019,1985,Small,Tier 1,Grocery Store,359.532,NC
FDJ46,11.1,Low Fat,0.04500603,Snack Foods,174.0054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2101.2648,FD
FDF39,14.85,Regular,0.019590769,Dairy,261.591,OUT018,2009,Medium,Tier 3,Supermarket Type2,2366.919,FD
FDB17,13.15,Low Fat,0.036746479,Frozen Foods,181.2976,OUT045,2002,,Tier 2,Supermarket Type1,3259.7568,FD
NCH54,13.5,Low Fat,0.12163321,Household,161.692,OUT010,1998,,Tier 3,Grocery Store,159.792,NC
FDT50,,Regular,0.107714834,Dairy,97.8752,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544,FD
FDJ14,10.3,Regular,0.050028809,Canned,80.096,OUT013,1987,High,Tier 3,Supermarket Type1,239.688,FD
FDU16,19.25,Regular,0.058365706,Frozen Foods,82.1908,OUT049,1999,Medium,Tier 1,Supermarket Type1,2432.8332,FD
FDV50,14.3,Low Fat,0.122571209,Dairy,122.373,OUT046,1997,Small,Tier 1,Supermarket Type1,985.384,FD
FDK16,9.065,Low Fat,0.115233813,Frozen Foods,94.4094,OUT013,1987,High,Tier 3,Supermarket Type1,2856.282,FD
FDD02,16.6,Low Fat,0.0,Canned,117.3124,OUT013,1987,High,Tier 3,Supermarket Type1,2014.7108,FD
NCL06,14.65,Low Fat,0.120624771,Household,261.7594,OUT010,1998,,Tier 3,Grocery Store,523.3188,NC
NCL18,18.85,Low Fat,0.168266556,Household,195.5136,OUT018,2009,Medium,Tier 3,Supermarket Type2,1749.7224,NC
FDH31,,Regular,0.0,Meat,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,FD
FDX22,,Regular,0.04022593,Snack Foods,210.9928,OUT019,1985,Small,Tier 1,Grocery Store,210.3928,FD
DRC13,8.26,Regular,0.032625074,Soft Drinks,124.673,OUT017,2007,,Tier 2,Supermarket Type1,1847.595,DR
FDI16,14.0,Regular,0.135775701,Frozen Foods,54.564,OUT046,1997,Small,Tier 1,Supermarket Type1,1597.92,FD
FDL33,,Low Fat,0.099478451,Snack Foods,194.4452,OUT027,1985,Medium,Tier 3,Supermarket Type3,4697.8848,FD
FDH35,18.25,Low Fat,0.060342304,Starchy Foods,165.9526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1644.526,FD
FDK02,12.5,Low Fat,0.112203445,Canned,121.144,OUT035,2004,Small,Tier 2,Supermarket Type1,1438.128,FD
FDU44,,Regular,0.058142797,Fruits and Vegetables,162.1552,OUT027,1985,Medium,Tier 3,Supermarket Type3,3086.6488,FD
FDP56,,Low Fat,0.046259036,Fruits and Vegetables,47.4692,OUT027,1985,Medium,Tier 3,Supermarket Type3,1576.6144,FD
FDG32,19.85,Low Fat,0.175849067,Fruits and Vegetables,222.0772,OUT013,1987,High,Tier 3,Supermarket Type1,2001.3948,FD
FDT07,5.82,Regular,0.077304459,Fruits and Vegetables,257.633,OUT035,2004,Small,Tier 2,Supermarket Type1,4613.994,FD
FDF16,7.3,Low Fat,0.086132373,Frozen Foods,148.8076,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.9596,FD
FDQ16,19.7,Low Fat,0.041823046,Frozen Foods,108.0912,OUT045,2002,,Tier 2,Supermarket Type1,1965.4416,FD
FDW26,,Regular,0.187443314,Dairy,220.4772,OUT019,1985,Small,Tier 1,Grocery Store,444.7544,FD
FDG38,8.975,Regular,0.053027398,Canned,86.0224,OUT017,2007,,Tier 2,Supermarket Type1,1278.336,FD
FDB53,,Low Fat,0.138777108,Frozen Foods,147.5392,OUT027,1985,Medium,Tier 3,Supermarket Type3,5219.872,FD
FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976,FD
FDW43,20.1,Regular,0.022406575,Fruits and Vegetables,225.9036,OUT013,1987,High,Tier 3,Supermarket Type1,3643.2576,FD
FDV14,19.85,Low Fat,0.044566659,Dairy,88.5856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,FD
NCB06,,Low Fat,0.081933378,Health and Hygiene,161.492,OUT027,1985,Medium,Tier 3,Supermarket Type3,6391.68,NC
NCG07,12.3,Low Fat,0.052502049,Household,190.853,OUT046,1997,Small,Tier 1,Supermarket Type1,4364.319,NC
FDS21,,Regular,0.036551446,Snack Foods,62.7194,OUT019,1985,Small,Tier 1,Grocery Store,123.8388,FD
NCD07,9.1,Low Fat,0.0,Household,115.4518,OUT017,2007,,Tier 2,Supermarket Type1,2390.8878,NC
FDS52,8.89,Low Fat,0.005496816,Frozen Foods,102.8016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016,FD
FDP57,17.5,Low Fat,0.052657753,Snack Foods,103.699,OUT018,2009,Medium,Tier 3,Supermarket Type2,1031.99,FD
FDD56,15.2,Regular,0.104365283,Fruits and Vegetables,177.1054,OUT017,2007,,Tier 2,Supermarket Type1,3151.8972,FD
FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.4908,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528,FD
FDN38,6.615,Regular,0.091954465,Canned,250.6408,OUT035,2004,Small,Tier 2,Supermarket Type1,4756.4752,FD
FDL34,16.0,Low Fat,0.041112694,Snack Foods,139.9496,OUT018,2009,Medium,Tier 3,Supermarket Type2,3105.2912,FD
NCF07,9.0,Low Fat,0.032072321,Household,102.2016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1416.8224,NC
FDQ14,9.27,Low Fat,0.061775607,Dairy,150.105,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49,FD
FDB16,8.21,Low Fat,0.044995631,Dairy,89.2198,OUT049,1999,Medium,Tier 1,Supermarket Type1,1308.297,FD
FDE11,17.7,Regular,0.226122963,Starchy Foods,185.7924,OUT010,1998,,Tier 3,Grocery Store,370.1848,FD
DRG23,8.88,Low Fat,0.086957199,Hard Drinks,152.5682,OUT045,2002,,Tier 2,Supermarket Type1,1372.2138,DR
FDO10,,Regular,0.01268995,Snack Foods,56.4588,OUT027,1985,Medium,Tier 3,Supermarket Type3,973.3996,FD
NCR30,20.6,Low Fat,0.071136948,Household,76.3696,OUT045,2002,,Tier 2,Supermarket Type1,372.848,NC
FDU26,16.7,Regular,0.042860026,Dairy,120.3782,OUT017,2007,,Tier 2,Supermarket Type1,1668.4948,FD
FDU07,11.1,Low Fat,0.059846975,Fruits and Vegetables,150.1366,OUT046,1997,Small,Tier 1,Supermarket Type1,1813.6392,FD
FDD50,18.85,Low Fat,0.141615436,Canned,169.0132,OUT035,2004,Small,Tier 2,Supermarket Type1,1860.2452,FD
NCY42,6.38,Low Fat,0.015162573,Household,145.147,OUT046,1997,Small,Tier 1,Supermarket Type1,3006.087,NC
NCF31,9.13,Low Fat,0.052058629,Household,150.6024,OUT018,2009,Medium,Tier 3,Supermarket Type2,1821.6288,NC
FDU31,10.5,Regular,0.024991056,Fruits and Vegetables,217.9508,OUT046,1997,Small,Tier 1,Supermarket Type1,2821.6604,FD
NCO55,,Low Fat,0.090596378,Others,106.6938,OUT027,1985,Medium,Tier 3,Supermarket Type3,2251.0698,NC
FDT07,5.82,Regular,0.077475884,Fruits and Vegetables,255.333,OUT045,2002,,Tier 2,Supermarket Type1,4870.327,FD
FDM27,12.35,Regular,0.158715731,Meat,157.2946,OUT049,1999,Medium,Tier 1,Supermarket Type1,1577.946,FD
FDN49,17.25,Regular,0.125200788,Breakfast,41.648,OUT035,2004,Small,Tier 2,Supermarket Type1,679.116,FD
FDP32,6.65,Low Fat,0.08816538,Fruits and Vegetables,126.8678,OUT017,2007,,Tier 2,Supermarket Type1,1780.3492,FD
FDW38,5.325,Regular,0.139464425,Dairy,53.2298,OUT017,2007,,Tier 2,Supermarket Type1,1240.3854,FD
FDP24,20.6,Low Fat,0.13893181,Baking Goods,119.5756,OUT010,1998,,Tier 3,Grocery Store,121.1756,FD
DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359,DR
FDW24,6.8,Low Fat,0.03749705,Baking Goods,49.9034,OUT046,1997,Small,Tier 1,Supermarket Type1,194.4136,FD
FDJ40,,Regular,0.049349121,Frozen Foods,108.6912,OUT027,1985,Medium,Tier 3,Supermarket Type3,3057.3536,FD
FDJ21,16.7,Regular,0.038528228,Snack Foods,143.9102,OUT046,1997,Small,Tier 1,Supermarket Type1,1749.7224,FD
FDU19,8.77,Regular,0.046844194,Fruits and Vegetables,174.2422,OUT049,1999,Medium,Tier 1,Supermarket Type1,1379.5376,FD
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1,2013.3792,DR
FDX56,17.1,Regular,0.073997843,Fruits and Vegetables,207.0638,OUT013,1987,High,Tier 3,Supermarket Type1,4969.5312,FD
FDO23,17.85,Low Fat,0.147255604,Breads,93.7436,OUT017,2007,,Tier 2,Supermarket Type1,1701.7848,FD
FDC40,16.0,Regular,0.065009745,Dairy,79.5986,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832,FD
FDO23,,Low Fat,0.25637539,Breads,94.8436,OUT019,1985,Small,Tier 1,Grocery Store,567.2616,FD
FDS04,10.195,Regular,0.146960375,Frozen Foods,142.2838,OUT045,2002,,Tier 2,Supermarket Type1,1685.8056,FD
FDH45,15.1,Regular,0.105646853,Fruits and Vegetables,42.8796,OUT035,2004,Small,Tier 2,Supermarket Type1,949.4308,FD
FDP28,13.65,Regular,0.080968973,Frozen Foods,259.7936,OUT018,2009,Medium,Tier 3,Supermarket Type2,2609.936,FD
FDH34,8.63,Low Fat,0.031143591,Snack Foods,183.9582,OUT049,1999,Medium,Tier 1,Supermarket Type1,5386.9878,FD
DRL01,,Regular,0.13511877,Soft Drinks,232.9958,OUT019,1985,Small,Tier 1,Grocery Store,934.7832,DR
FDX16,17.85,Low Fat,0.065810045,Frozen Foods,149.105,OUT046,1997,Small,Tier 1,Supermarket Type1,2247.075,FD
FDK36,7.09,Low Fat,0.007256127,Baking Goods,50.4034,OUT017,2007,,Tier 2,Supermarket Type1,340.2238,FD
DRM48,15.2,Low Fat,0.113125627,Soft Drinks,38.6848,OUT045,2002,,Tier 2,Supermarket Type1,1155.8288,DR
FDP39,12.65,Low Fat,0.069707771,Meat,51.0324,OUT018,2009,Medium,Tier 3,Supermarket Type2,727.0536,FD
DRD24,13.85,Low Fat,0.030920531,Soft Drinks,141.0154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1701.7848,DR
FDV57,15.25,Regular,0.066269294,Snack Foods,179.666,OUT017,2007,,Tier 2,Supermarket Type1,6471.576,FD
FDW38,5.325,Regular,0.23212188,Dairy,55.5298,OUT010,1998,,Tier 3,Grocery Store,53.9298,FD
NCY54,8.43,Low Fat,0.177694846,Household,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,NC
FDY57,20.2,Regular,0.121748174,Snack Foods,96.9752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1725.7536,FD
FDN60,,Low Fat,0.094697274,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,FD
NCN17,11.0,Low Fat,0.054939029,Health and Hygiene,101.4358,OUT046,1997,Small,Tier 1,Supermarket Type1,1608.5728,NC
NCM54,17.7,Low Fat,0.05089667,Household,125.5678,OUT013,1987,High,Tier 3,Supermarket Type1,1398.8458,NC
FDX52,,Regular,0.073541072,Frozen Foods,192.282,OUT019,1985,Small,Tier 1,Grocery Store,386.164,FD
FDH47,13.5,Regular,0.21561193,Starchy Foods,98.6068,OUT010,1998,,Tier 3,Grocery Store,97.2068,FD
FDP26,7.785,Low Fat,0.140121306,Dairy,102.5306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1358.8978,FD
NCB54,8.76,Low Fat,0.050335829,Health and Hygiene,126.2336,OUT017,2007,,Tier 2,Supermarket Type1,1406.1696,NC
NCF31,9.13,Low Fat,0.051952573,Household,152.3024,OUT045,2002,,Tier 2,Supermarket Type1,1821.6288,NC
FDQ46,7.51,Low Fat,0.103813029,Snack Foods,113.7544,OUT046,1997,Small,Tier 1,Supermarket Type1,671.1264,FD
NCO26,7.235,Low Fat,0.076841095,Household,117.5492,OUT035,2004,Small,Tier 2,Supermarket Type1,1969.4364,NC
NCA18,10.1,Low Fat,0.093862362,Household,115.9492,OUT010,1998,,Tier 3,Grocery Store,231.6984,NC
FDM45,8.655,Regular,0.088693595,Snack Foods,122.5756,OUT017,2007,,Tier 2,Supermarket Type1,2181.1608,FD
FDO32,6.36,Low Fat,0.120731024,Fruits and Vegetables,46.506,OUT049,1999,Medium,Tier 1,Supermarket Type1,652.484,FD
FDV55,,Low Fat,0.054806734,Fruits and Vegetables,145.1444,OUT027,1985,Medium,Tier 3,Supermarket Type3,3918.8988,FD
FDW10,21.2,Low Fat,0.118297605,Snack Foods,175.037,OUT010,1998,,Tier 3,Grocery Store,529.311,FD
